readout	layer	chipID	col	row	timestamp_col	timestamp_row	tot_us_col	tot_us_row	avg_tot_us	fpga_ts_col	fpga_ts_row
0	1	2	7	22	0	0	2.20	2.40	2.30	93819942	93819802
0	1	2	20	31	213	213	5.02	5.22	5.12	93952025	93951885
0	1	0	22	28	104	104	9.61	9.79	9.70	93957737	93957597
0	1	2	5	8	53	53	5.88	6.11	6.00	94403084	94402804
0	1	2	14	6	152	152	2.75	2.92	2.83	94571084	94570804
0	1	0	28	30	84	84	6.30	6.48	6.39	95084086	95083946
0	1	2	28	22	150	150	3.34	3.53	3.43	95642566	95642426
0	1	2	30	1	88	88	3.98	4.20	4.09	96148624	96148484
0	1	2	27	19	229	229	6.66	6.86	6.76	96267715	96267435
0	1	2	21	29	129	129	4.33	4.51	4.42	96665420	96665140
0	1	1	3	30	89	89	3.88	4.06	3.97	96740698	96740558
0	1	2	25	5	204	204	4.17	4.34	4.25	97056776	97056636
0	1	2	10	13	4	4	3.62	3.85	3.74	97365049	97364909
0	1	2	8	21	245	245	3.54	3.70	3.62	97517873	97517733
0	1	1	17	33	228	228	12.19	12.36	12.27	97724723	97724583
0	1	0	30	31	118	118	8.73	8.90	8.82	97793134	97792994
0	1	0	20	27	189	189	10.74	10.91	10.82	98068682	98068542
0	1	2	7	3	197	197	5.95	6.16	6.05	98636046	98635906
0	1	2	26	22	3	3	5.45	5.68	5.56	98662996	98662856
0	1	2	27	20	3	3	4.04	4.03	4.04	98663136	103099308
0	1	2	22	33	213	214	2.65	2.86	2.75	99105795	99105655
0	1	0	32	32	27	27	10.61	10.75	10.68	99122469	99122329
0	1	2	15	1	63	63	4.26	4.49	4.38	99515771	99515631
0	1	2	28	18	90	90	8.25	8.43	8.34	99800510	99800370
0	1	2	5	11	177	177	2.68	2.87	2.78	100008158	100008018
0	1	2	21	29	227	227	5.47	5.65	5.56	100393256	100393116
0	1	2	7	31	212	212	3.83	4.02	3.92	100646921	100646781
0	1	2	29	32	197	198	6.61	6.83	6.72	100715801	100715661
0	1	2	19	2	175	175	2.74	2.97	2.86	100744431	100744291
0	1	2	20	0	175	175	9.27	9.47	9.37	100744571	100744151
0	1	3	4	19	99	100	2.92	3.12	3.02	100931527	100931387
0	1	1	15	23	56	56	12.79	12.95	12.87	101077134	101076994
0	1	2	11	23	201	202	6.86	7.04	6.95	101205024	101204884
0	1	2	11	18	56	57	4.54	4.72	4.63	101383300	101382880
0	1	2	13	19	58	58	3.60	3.79	3.70	101383440	101383020
0	1	2	14	20	57	56	4.53	4.75	4.64	101383580	101383160
0	1	2	18	26	119	119	3.40	3.60	3.50	101442352	101442072
0	1	2	24	19	45	46	5.45	5.64	5.54	101499507	101499367
0	1	2	17	6	46	46	8.07	8.27	8.17	101532043	101531903
0	1	2	23	20	246	246	2.75	2.99	2.87	101546785	101546645
0	1	2	11	33	166	166	3.27	3.48	3.38	101553624	101553484
0	1	2	32	2	117	117	6.12	6.32	6.22	101661634	101661494
0	1	1	16	7	242	242	4.04	4.22	4.13	102147315	102147175
0	1	2	31	4	231	232	3.16	3.35	3.25	102197526	102197386
0	1	2	33	27	120	121	2.57	2.47	2.52	102424228	101442212
0	1	0	21	22	242	242	11.55	11.72	11.64	102518112	102517972
0	1	2	21	16	20	20	4.89	5.08	4.98	102790741	102790601
0	1	2	24	26	242	242	5.10	5.34	5.22	102946344	102946204
0	1	2	30	20	130	129	1.35	1.46	1.41	103111467	81845268
0	1	2	31	15	125	125	3.21	3.42	3.31	103111607	103111327
0	1	2	29	0	209	209	6.92	7.11	7.02	103228451	103228311
1	1	2	23	16	92	93	4.89	5.00	4.95	103687714	103687434
1	1	2	17	16	198	198	5.34	5.53	5.44	103756041	103755901
1	1	2	14	22	210	210	5.30	5.50	5.40	103757987	103757707
1	1	2	15	23	209	209	7.53	7.73	7.63	103758127	103757847
1	1	3	14	3	74	74	10.15	10.37	10.26	104075514	104075374
1	1	2	24	24	6	6	12.02	12.20	12.11	104085713	104085573
1	1	2	23	17	82	82	4.48	4.71	4.60	104265102	104264962
1	1	2	19	21	82	82	3.15	3.33	3.24	104346757	104346617
1	1	2	33	26	121	121	3.11	3.31	3.21	104350376	104350236
1	1	2	22	6	2	3	4.27	4.45	4.36	104663101	104662961
1	1	2	8	25	212	212	2.89	3.08	2.99	104714754	104714614
1	1	2	30	14	255	255	4.22	4.45	4.33	104926007	104925867
1	1	2	26	21	210	210	4.90	5.07	4.99	104981524	104981384
1	1	0	26	15	220	220	5.52	5.71	5.62	105193141	105193001
1	1	2	10	4	65	65	8.05	8.23	8.14	105328115	105327975
1	1	2	9	27	38	38	9.25	9.42	9.34	105926803	105926663
1	1	2	6	32	125	125	5.58	5.78	5.68	106059866	106059586
1	1	2	31	25	117	117	3.48	3.69	3.58	106333608	106333468
1	1	2	32	32	255	255	3.46	3.63	3.54	106378289	106378149
1	1	2	9	17	122	122	3.71	3.91	3.81	106460847	106460707
1	1	2	11	15	111	111	2.87	3.09	2.98	106527130	106526990
1	1	2	25	25	215	215	3.15	3.33	3.24	106565126	106564986
1	1	2	25	24	207	207	9.99	10.19	10.09	106642497	106642357
1	1	2	8	12	232	232	7.36	7.54	7.45	106694976	106694836
1	1	2	24	15	155	155	3.78	4.00	3.89	106753230	106753090
1	1	0	34	33	87	87	14.23	14.44	14.34	106938079	106937939
1	1	2	24	16	185	186	4.74	4.93	4.83	107544314	107544174
1	1	2	29	27	40	40	3.42	3.62	3.52	107587931	107587791
1	1	2	32	2	180	180	6.40	6.61	6.51	108275716	108275576
1	1	2	21	14	101	101	4.11	4.33	4.22	108335776	108335636
1	1	0	27	33	224	224	17.62	17.81	17.71	108574000	108573860
1	1	2	22	22	41	41	4.48	4.65	4.57	108601188	108601048
1	1	2	16	17	60	60	5.29	5.52	5.40	108767361	108767221
1	1	2	15	15	84	84	4.91	5.10	5.00	108981911	108981771
1	1	2	14	30	139	139	4.70	4.88	4.79	109065162	109065022
1	1	0	31	22	4	5	6.34	6.50	6.42	109130983	109130843
1	1	2	21	0	47	47	7.75	7.95	7.85	109155560	109155420
1	1	2	15	25	0	0	6.29	6.49	6.39	109230418	109230278
1	1	0	18	32	103	103	10.71	10.87	10.79	109232497	109232357
1	1	3	8	2	133	133	3.85	4.04	3.95	109419250	109419110
1	1	2	29	17	230	230	2.79	3.01	2.90	109488144	109488004
1	1	2	15	33	222	222	5.56	5.77	5.66	109759268	109759128
1	1	2	20	19	246	246	2.26	2.47	2.37	109855007	109854867
1	1	2	30	21	15	15	6.38	6.56	6.47	109987804	109987664
1	1	2	31	20	16	16	4.51	4.72	4.62	109987944	109987524
1	1	2	27	21	20	20	3.77	3.95	3.86	110081611	110081471
1	1	0	25	5	109	109	6.93	7.10	7.01	110292563	110292423
1	1	3	11	18	210	210	4.98	5.21	5.10	110468942	110468802
1	1	2	3	32	140	140	6.48	6.67	6.58	110932187	110932047
1	1	0	21	28	121	121	7.45	7.63	7.54	111046497	111046357
1	1	2	33	15	217	217	2.78	2.99	2.88	111123714	111123574
1	1	2	22	15	19	18	5.96	6.28	6.12	111305567	111305427
1	1	2	12	23	54	54	6.14	6.33	6.23	111596676	111596536
1	1	2	31	20	250	250	5.02	5.24	5.13	111758908	111758768
1	1	2	13	22	224	224	6.92	7.12	7.02	111811380	111811240
1	1	2	32	2	189	189	8.25	8.45	8.35	111859232	111859092
1	1	2	20	22	212	212	4.61	4.81	4.71	111907343	111907203
1	1	2	19	20	223	223	4.19	4.40	4.29	111910682	111910542
1	1	0	16	24	43	43	8.09	8.26	8.18	112033308	112033168
1	1	2	28	30	100	100	5.64	5.83	5.73	112201385	112201245
1	1	0	15	23	147	147	14.56	14.73	14.64	112237764	112237624
1	1	2	11	8	20	20	6.48	6.71	6.60	112487139	112486859
1	1	2	12	9	21	21	4.83	5.05	4.94	112487279	112486999
1	1	0	17	31	86	86	18.04	18.22	18.13	112496323	112496183
1	1	3	5	26	94	95	2.81	3.03	2.92	112576193	112576053
1	1	2	16	23	4	4	8.05	8.25	8.15	112890465	112890325
1	1	2	28	29	120	120	10.33	10.52	10.43	112960493	112960353
1	1	2	17	15	210	210	3.77	4.00	3.88	113238022	113237882
1	1	1	18	29	86	86	9.20	9.39	9.29	113491338	113491198
1	1	2	11	6	237	237	5.02	5.21	5.12	113560876	113560736
1	1	2	10	10	72	72	6.63	6.80	6.71	113606810	113606670
1	1	2	29	4	229	229	7.10	7.27	7.18	113734973	113734833
1	1	2	27	15	50	50	4.43	4.64	4.54	113954927	113954787
1	1	2	3	24	141	141	3.78	3.97	3.88	113957314	113957174
1	1	2	15	23	100	100	4.41	4.60	4.50	114190498	114190358
1	1	2	33	14	180	180	4.49	4.71	4.60	114261744	114261604
1	1	2	21	30	137	137	5.09	5.27	5.18	114344911	114344771
1	1	2	11	24	177	177	7.64	7.84	7.74	114400015	114399875
1	1	1	18	30	80	80	14.93	15.11	15.02	114713790	114713650
1	1	2	29	23	122	123	2.55	2.75	2.65	114842023	114841883
1	1	2	23	6	2	2	3.02	3.23	3.12	114889140	114888860
1	1	3	22	4	232	232	3.93	4.17	4.05	115125593	115125453
1	1	2	20	18	55	56	4.39	4.58	4.48	115218035	115217895
1	1	2	5	2	161	161	3.00	3.21	3.10	115398607	115398467
1	1	2	7	0	218	218	4.80	5.01	4.90	115460375	115460235
1	1	2	28	25	41	41	7.73	7.93	7.83	115654534	115654394
1	1	2	23	20	19	19	9.00	9.23	9.12	115803003	115802863
1	1	2	27	14	73	73	2.93	3.16	3.04	115805558	115805418
1	1	0	17	29	105	105	4.88	5.07	4.97	115849273	115849133
1	1	2	14	18	95	95	8.56	8.75	8.66	115968707	115968567
1	1	2	8	15	222	222	4.29	4.49	4.39	116229912	116229772
1	1	0	23	32	14	14	4.98	5.16	5.07	116335325	116335185
1	1	2	25	1	34	35	5.50	5.70	5.60	116596075	116595935
1	1	0	21	22	54	54	2.71	2.90	2.80	116830050	116829910
1	1	2	12	30	215	215	6.52	6.70	6.61	117160233	117160093
1	1	2	27	2	145	145	6.46	6.68	6.57	117245157	117245017
1	1	2	21	1	63	63	3.59	3.81	3.70	117426289	117426149
1	1	2	12	2	82	82	7.80	8.03	7.91	117518003	117517863
1	1	2	16	14	94	94	6.04	6.28	6.16	117578665	117578525
1	1	2	20	15	106	106	7.14	7.35	7.24	117623486	117623346
1	1	2	22	21	105	105	4.53	4.71	4.62	117957288	117957148
1	1	2	33	19	171	171	3.19	3.38	3.29	117991133	117990993
1	1	2	3	23	3	3	1.97	2.15	2.06	118004517	118004377
1	1	2	22	14	157	157	3.71	3.93	3.82	118179797	118179657
1	1	2	32	6	179	179	12.95	13.13	13.04	118493761	118493621
1	1	2	12	20	157	157	5.07	5.30	5.19	118767587	118767447
1	1	2	13	22	180	180	5.74	5.94	5.84	118779781	118779501
1	1	2	27	20	91	92	6.99	6.32	6.66	118849984	118849564
1	1	2	28	22	90	90	6.66	6.86	6.76	118850124	118849704
1	1	2	20	17	147	147	2.82	3.05	2.93	119509699	119509559
1	1	2	16	1	47	47	3.15	3.11	3.13	119732201	109155280
1	1	2	19	20	51	51	2.47	2.70	2.58	119732341	119731921
1	1	2	4	29	38	38	6.71	6.88	6.79	119767159	119767019
1	1	2	7	17	9	9	9.50	9.72	9.61	119868792	119868652
1	1	2	30	24	195	195	3.18	3.38	3.28	120281589	120281449
1	1	2	15	1	213	213	5.96	6.18	6.07	120313124	120312984
1	1	2	28	15	208	208	2.76	2.96	2.86	120362747	120362607
1	1	3	9	10	33	33	7.78	7.94	7.86	120378805	120378665
1	1	2	24	27	49	49	3.29	3.48	3.38	120406371	120406231
1	1	2	27	19	83	83	5.11	5.30	5.21	120611989	120611849
1	1	2	27	18	124	124	2.15	2.35	2.25	120651678	120651538
1	1	2	33	3	27	27	4.07	4.28	4.18	120742741	120742601
1	1	2	31	6	252	252	6.59	6.79	6.69	120782410	120782270
1	1	2	32	25	229	229	4.60	4.79	4.70	120786211	120786071
1	1	2	23	3	219	219	6.56	6.79	6.67	121113132	121112992
1	1	2	15	14	245	246	6.80	7.02	6.91	121138507	121138367
1	1	2	7	31	121	121	10.53	10.72	10.62	121422833	121422693
1	1	3	4	29	146	146	4.16	4.36	4.26	121507841	121507701
1	1	2	15	15	125	125	5.86	6.05	5.96	121556932	121556792
1	1	2	10	12	169	169	6.00	6.18	6.09	121592562	121592422
1	1	2	32	1	2	2	7.14	7.35	7.24	121880661	121880521
1	1	2	19	2	249	249	3.37	3.58	3.48	122041640	122041500
1	1	1	19	25	145	145	7.83	8.02	7.92	122099019	122098739
1	1	2	7	16	230	230	10.78	10.96	10.87	122162271	122162131
1	1	2	17	20	142	142	4.33	4.54	4.44	122213574	122213434
1	1	3	11	20	101	101	4.42	4.62	4.52	122242267	122242127
1	1	2	19	2	8	9	5.65	5.87	5.76	122263631	122263491
1	1	2	30	16	69	69	3.45	3.63	3.54	122415482	122415342
1	1	2	17	27	175	175	6.54	6.72	6.63	122739715	122739575
1	1	2	15	33	67	67	5.41	5.61	5.51	122843532	122843392
1	1	0	24	20	167	167	15.61	15.81	15.71	122970337	122970197
1	1	2	10	16	101	101	6.30	6.48	6.39	123516337	123516197
1	1	2	17	33	96	96	8.17	8.37	8.27	123796162	123796022
1	1	0	17	29	122	122	9.51	9.70	9.61	123813242	123813102
1	1	1	16	10	123	123	9.00	9.18	9.09	123816364	123816224
1	1	2	27	23	107	107	4.41	4.61	4.51	123861416	123861276
1	1	2	25	17	238	238	5.98	6.20	6.09	124265785	124265645
1	1	1	28	17	209	209	8.60	8.75	8.68	124299266	124299126
1	1	0	34	21	198	198	7.36	7.53	7.45	124341427	124341287
1	1	2	10	6	39	39	4.65	4.84	4.75	124510568	124510428
1	1	2	17	32	213	213	3.97	4.18	4.08	124510988	124510848
1	1	2	15	5	5	5	10.92	11.11	11.02	125110405	125110265
1	1	2	3	27	22	22	5.55	5.72	5.63	125166944	125166804
1	1	2	22	19	138	138	6.44	6.64	6.54	125199837	125199697
1	1	3	11	24	177	177	2.73	2.93	2.83	125215510	125215370
1	1	2	3	31	55	55	3.05	3.23	3.14	125271398	125271258
1	1	0	21	24	137	137	12.16	12.33	12.25	125344933	125344793
2	1	2	30	19	46	46	12.64	12.83	12.73	125679035	125678895
2	1	2	14	20	215	215	6.58	6.82	6.70	125774221	125774081
2	1	2	6	13	91	91	3.87	4.10	3.98	125904015	125903875
2	1	2	22	27	225	225	13.37	13.57	13.47	125931448	125931308
2	1	0	7	30	235	235	4.58	4.74	4.66	126149561	126149421
2	1	2	30	22	166	166	3.68	3.88	3.78	126339548	126339408
2	1	2	21	6	79	79	5.53	5.71	5.62	126396563	126396423
2	1	0	22	31	246	246	11.07	11.24	11.16	126532867	126532727
2	1	2	25	23	177	177	5.41	5.60	5.50	126842869	126842729
2	1	2	29	4	154	154	4.99	5.17	5.08	126866396	126866256
2	1	2	17	4	238	238	2.62	2.79	2.71	126962709	126962569
2	1	2	14	23	184	184	5.15	4.78	4.96	127006340	127006060
2	1	2	29	22	186	186	2.81	3.02	2.92	127016679	127016539
2	1	2	21	16	96	96	10.41	10.61	10.51	127093014	127092874
2	1	2	22	21	135	135	5.51	5.69	5.60	127159248	127159108
2	1	2	20	19	48	48	2.96	3.16	3.06	127316314	127316174
2	1	2	13	6	185	185	3.66	3.86	3.76	127603181	127603041
2	1	2	29	22	242	242	7.60	7.81	7.71	127759183	127759043
2	1	1	9	11	66	66	6.10	6.27	6.18	128025946	128025806
2	1	2	33	17	49	49	7.66	7.87	7.77	128031630	128031490
2	1	2	20	14	202	202	9.02	9.25	9.13	128098613	128098473
2	1	2	6	24	175	175	6.76	6.96	6.86	128155908	128155768
2	1	2	22	19	185	185	6.15	6.35	6.25	128233475	128233335
2	1	2	23	14	115	115	8.02	8.27	8.14	128288208	128288068
2	1	2	20	6	39	39	6.11	6.31	6.21	128316530	128316390
2	1	1	29	22	96	97	4.40	4.59	4.50	128601192	128601052
2	1	0	19	22	35	35	5.89	6.05	5.97	128835839	128835699
2	1	2	22	21	85	85	3.42	3.60	3.51	128873352	128873212
2	1	1	9	19	13	13	16.10	16.26	16.18	129089414	129089274
2	1	2	20	24	130	130	4.50	4.70	4.60	129237443	129237303
2	1	3	7	13	141	141	8.70	8.92	8.81	129284651	129284511
2	1	2	17	30	164	164	7.59	7.77	7.68	129318482	129318342
2	1	2	11	28	67	68	5.53	5.93	5.73	129557644	126253567
2	1	3	17	26	120	120	4.66	4.89	4.78	129761260	129761120
2	1	2	26	25	46	46	6.26	6.46	6.36	129789568	129789428
2	1	2	26	18	95	95	9.20	9.38	9.29	129986765	129986625
2	1	2	12	32	139	139	9.92	10.12	10.02	129994241	129994101
2	1	2	9	8	150	150	8.81	9.03	8.92	130015997	130015857
2	1	3	10	15	175	175	4.23	4.46	4.35	130026672	130026392
2	1	3	11	14	173	173	10.77	11.01	10.89	130026812	130026532
2	1	2	12	13	173	173	7.16	7.38	7.27	130188547	130188407
2	1	0	21	33	223	223	5.69	5.88	5.79	130215098	130214958
2	1	3	13	32	253	253	7.88	8.08	7.98	130406807	130406667
2	1	2	28	20	12	12	6.92	7.12	7.02	130586721	130586581
2	1	2	17	15	104	104	3.59	3.81	3.70	130714267	130714127
2	1	2	21	22	183	183	6.49	6.70	6.60	130746516	130746236
2	1	2	19	31	26	25	6.49	6.09	6.29	131104734	139457238
2	1	2	20	1	26	26	13.98	14.20	14.09	131105014	131104874
2	1	2	28	18	95	96	5.97	6.16	6.06	131219884	131219744
2	1	0	23	32	2	2	6.08	6.26	6.17	131275485	131275345
2	1	2	6	18	7	7	3.91	4.11	4.01	131352128	131351988
2	1	2	9	0	8	8	10.77	10.96	10.87	131374724	131374584
2	1	0	15	30	205	205	15.90	16.08	15.99	131608328	131608188
2	1	2	29	33	47	47	10.75	10.98	10.87	131736743	131736603
2	1	2	33	21	106	106	4.27	4.44	4.36	132061347	132061207
2	1	2	27	23	184	184	4.68	4.89	4.79	132228857	132228717
2	1	2	33	21	167	167	6.65	6.82	6.74	132233974	132233834
2	1	0	30	33	4	4	17.95	18.13	18.04	132243032	132242892
2	1	2	4	22	236	236	4.73	4.92	4.83	132371496	132371356
2	1	2	8	11	119	119	4.46	4.65	4.55	132375759	132375339
2	1	2	9	13	116	117	9.03	9.23	9.13	132375899	132375619
2	1	2	26	1	32	32	9.32	9.53	9.43	132496523	132496383
2	1	2	14	5	22	22	5.94	6.14	6.04	132523501	132523221
2	1	2	15	3	20	20	11.17	11.37	11.27	132523641	132523361
2	1	1	6	28	247	247	21.46	21.65	21.55	132576680	132576540
2	1	2	17	20	51	51	14.39	14.60	14.50	132741075	132740935
2	1	2	32	18	217	217	5.99	6.17	6.08	132841763	132841623
2	1	2	23	14	164	164	4.55	4.79	4.67	132984549	132984409
2	1	2	19	16	185	185	8.48	8.67	8.57	133126047	133125907
2	1	2	16	20	184	185	4.52	4.75	4.63	133136883	133136743
2	1	2	27	5	138	138	5.27	5.46	5.37	133273040	133272900
2	1	2	24	29	219	220	7.65	7.84	7.75	133352763	133352623
2	1	2	10	16	241	241	10.74	10.92	10.83	133428335	133428195
2	1	3	4	4	120	120	3.95	4.17	4.06	133590245	133590105
2	1	3	18	15	104	104	5.00	5.21	5.11	133930207	133930067
2	1	2	32	24	166	166	4.47	4.66	4.56	133996511	133996371
2	1	2	27	25	139	139	7.48	7.71	7.60	134034409	134034269
2	1	2	7	18	97	97	3.49	3.68	3.58	134140564	134140424
2	1	0	16	30	238	238	6.18	6.36	6.27	134144463	134144323
2	1	2	33	25	133	134	6.76	6.96	6.86	134437595	134437455
2	1	2	18	15	21	21	4.93	5.14	5.04	134491222	134491082
2	1	2	17	29	216	216	10.35	10.53	10.44	134515792	134515652
2	1	2	19	6	142	142	9.79	9.99	9.89	134527349	134527209
2	1	2	28	26	216	216	3.08	3.28	3.18	134536967	134536827
2	1	1	20	19	193	194	12.94	13.12	13.03	134574361	134574221
2	1	2	27	15	52	52	8.26	8.48	8.37	134604181	134604041
2	1	2	21	19	111	111	4.40	4.61	4.51	134900904	134900764
2	1	0	27	30	101	101	8.81	8.99	8.90	135062107	135061967
2	1	2	6	17	143	143	4.70	4.92	4.81	135118289	135118149
2	1	2	23	33	34	34	3.34	3.57	3.46	135249749	135249609
2	1	2	12	1	62	62	6.08	6.31	6.20	135402377	135402237
2	1	2	30	21	167	167	8.86	9.04	8.95	135455248	135455108
2	1	2	15	14	180	180	4.91	5.14	5.03	135461366	135461226
2	1	2	7	13	244	245	4.10	4.31	4.21	135482156	135482016
2	1	2	6	0	202	202	13.13	13.35	13.24	135776351	135776211
